"MonitoringLocationIdentifier","OrganizationIdentifier.x","MonitoringLocationName","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","OrganizationIdentifier.y","ActivityStartDate","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","TotalN","Year","Month","Date"
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2016-08-16","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",5.2,"mg/l","",NA,"",5.2,2016,8,2016-08-16
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2008-10-20","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",2.1,"mg/l","",NA,"",2.1,2008,10,2008-10-20
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2007-10-05","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.7,"mg/l",0.85,2007,10,2007-10-05
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2008-08-01","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.1,"mg/l",0.55,2008,8,2008-08-01
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1992-06-04","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.45,"mg/l",0.225,1992,6,1992-06-04
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1990-09-04","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",3.1,"mg/l NO3",0.350145,1990,9,1990-09-04
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2000-10-30","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.8,"mg/l",0.4,2000,10,2000-10-30
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2010-04-16","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.52,"mg/l",0.26,2010,4,2010-04-16
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2003-10-27","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.89,"mg/l","",NA,"",0.89,2003,10,2003-10-27
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2010-04-16","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.93,"mg/l","",NA,"",0.93,2010,4,2010-04-16
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1989-09-13","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",3.1,"mg/l NO3",0.350145,1989,9,1989-09-13
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2009-08-14","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",6,"mg/l",3,2009,8,2009-08-14
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2003-06-27","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.72,"mg/l",0.36,2003,6,2003-06-27
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2006-08-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",6,"mg/l","",NA,"",6,2006,8,2006-08-04
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2004-06-25","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.65,"mg/l",0.325,2004,6,2004-06-25
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2012-10-01","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.83,"mg/l",0.415,2012,10,2012-10-01
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2002-06-21","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.85,"mg/l",0.425,2002,6,2002-06-21
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1991-11-25","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.96,"mg/l","",NA,"",0.96,1991,11,1991-11-25
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2011-06-24","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",2.8,"mg/l",1.4,2011,6,2011-06-24
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2009-08-14","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.99,"mg/l",0.495,2009,8,2009-08-14
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2002-11-01","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2002,11,2002-11-01
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1993-11-16","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.25,"mg/l",0.125,1993,11,1993-11-16
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2002-04-22","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.8,"mg/l",0.9,2002,4,2002-04-22
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1991-06-24","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,1991,6,1991-06-24
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2000-04-18","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.54,"mg/l","",NA,"",0.54,2000,4,2000-04-18
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2009-04-17","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.58,"mg/l",0.29,2009,4,2009-04-17
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2005-10-21","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",14,"mg/l",7,2005,10,2005-10-21
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1993-05-03","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.45,"mg/l",0.225,1993,5,1993-05-03
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2007-06-01","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.65,"mg/l",0.325,2007,6,2007-06-01
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2004-10-22","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",12,"mg/l","",NA,"",12,2004,10,2004-10-22
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2002-06-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",3,"mg/l","",NA,"",3,2002,6,2002-06-21
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2006-08-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.64,"mg/l","",NA,"",0.64,2006,8,2006-08-04
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2017-06-26","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.62,"mg/l",0.31,2017,6,2017-06-26
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2016-10-17","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,2016,10,2016-10-17
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2009-10-09","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.9,"mg/l","",NA,"",0.9,2009,10,2009-10-09
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2004-04-05","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.5,"mg/l",0.25,2004,4,2004-04-05
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2009-10-09","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",11,"mg/l",5.5,2009,10,2009-10-09
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2013-10-18","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",11,"mg/l","",NA,"",11,2013,10,2013-10-18
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2005-06-17","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.52,"mg/l",0.26,2005,6,2005-06-17
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1992-10-14","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.97,"mg/l","",NA,"",0.97,1992,10,1992-10-14
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2005-10-21","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.7,"mg/l",0.85,2005,10,2005-10-21
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2008-08-01","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.95,"mg/l",0.475,2008,8,2008-08-01
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2001-04-20","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.61,"mg/l",0.305,2001,4,2001-04-20
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2002-08-16","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.1,"mg/l",0.55,2002,8,2002-08-16
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1996-10-30","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.6,"mg/l",0.3,1996,10,1996-10-30
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1997-06-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.54,"mg/l","",NA,"",0.54,1997,6,1997-06-19
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2008-06-27","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.7,"mg/l",0.85,2008,6,2008-06-27
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2017-06-26","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",2.9,"mg/l",1.45,2017,6,2017-06-26
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2014-04-29","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.92,"mg/l",0.46,2014,4,2014-04-29
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2005-04-15","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.55,"mg/l","",NA,"",0.55,2005,4,2005-04-15
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2001-10-12","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",10,"mg/l",5,2001,10,2001-10-12
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2016-04-11","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.78,"mg/l","",NA,"",0.78,2016,4,2016-04-11
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2011-05-05","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.58,"mg/l",0.29,2011,5,2011-05-05
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2015-08-11","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",2.6,"mg/l","",NA,"",2.6,2015,8,2015-08-11
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2003-10-27","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.75,"mg/l","",NA,"",0.75,2003,10,2003-10-27
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1993-08-05","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.45,"mg/l",0.225,1993,8,1993-08-05
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2011-06-24","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",2.9,"mg/l",1.45,2011,6,2011-06-24
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2010-06-04","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.56,"mg/l",0.28,2010,6,2010-06-04
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2004-08-23","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",7,"mg/l","",NA,"",7,2004,8,2004-08-23
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2002-11-01","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,2002,11,2002-11-01
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1989-04-26","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.6,"mg/l","",NA,"",1.6,1989,4,1989-04-26
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1991-06-24","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",4.5,"mg/l NO3","",NA,"",1.01655,1991,6,1991-06-24
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2003-04-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.77,"mg/l","",NA,"",0.77,2003,4,2003-04-04
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2001-04-20","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.64,"mg/l","",NA,"",0.64,2001,4,2001-04-20
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1991-09-23","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",12,"mg/l NO3",1.3554,1991,9,1991-09-23
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1998-06-23","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.65,"mg/l","",NA,"",0.65,1998,6,1998-06-23
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2007-08-31","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.6,"mg/l",0.8,2007,8,2007-08-31
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2001-08-28","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",9.1,"mg/l","",NA,"",9.1,2001,8,2001-08-28
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2016-04-11","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.59,"mg/l","",NA,"",0.59,2016,4,2016-04-11
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2009-08-14","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.82,"mg/l",0.41,2009,8,2009-08-14
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2010-10-15","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",8.6,"mg/l","",NA,"",8.6,2010,10,2010-10-15
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2007-04-13","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.48,"mg/l","",NA,"",0.48,2007,4,2007-04-13
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2005-10-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2005,10,2005-10-21
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2011-08-19","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",8,"mg/l",4,2011,8,2011-08-19
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","1990-04-30","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.6,"mg/l",0.3,1990,4,1990-04-30
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2008-04-11","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.94,"mg/l",0.47,2008,4,2008-04-11
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2016-06-17","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",2.2,"mg/l",1.1,2016,6,2016-06-17
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2013-08-14","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.81,"mg/l",0.405,2013,8,2013-08-14
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2016-06-17","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.49,"mg/l",0.245,2016,6,2016-06-17
"USGS-0209749990","USGS-NC","UNIVERSITY LAKE AT INTAKES NR CHAPEL HILL, NC",30,"sq mi",35.8969444,-79.0922222,"USGS-NC","2004-04-05","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.53,"mg/l",0.265,2004,4,2004-04-05
